"Reference code","Product ID","Product name","10_FEATURE_Image size","9_FEATURE_Mat size","12_FEATURE_Number of copies","8_FEATURE_Card size","Product Combinations ID","Quantity","Final price (pre-tax)","Pre-tax wholesale price"
"B4890","11186","Leather Moccasins for Women","","","","","9201","0","135","55"
"DC628","11463","""Magical"" Dream Catcher","","","","","","2","13.95","5.99"
"SKU: Box285","11536","Colouring Cards ""Northern Residents""","","","","","","11","21.95","7.25"
"DCW2","11724","""Seasons"" Dream Catcher","","","","","","3","42.95","18.5"
"DC844","11725","Dream Catcher ""Energy""","","","","","","2","47.95","21"
"DC633","11727","""Magical"" Dream Catcher","","","","","9334","2","25.95","10.75"
"DC633","11727","""Magical"" Dream Catcher","","","","","9335","11","25.95","10.75"
"DCK21","11738","Dream Catchers Kit ""Spirit Seeker""","","","","","","3","12.95","5.5"
"DCV1","11746","Dream Catcher","","","","","","1","17.95","7.5"
"DC700","11755","Birthstone Dream Catcher","","","","","9235","2","7.95","3.5"
"DC700","11755","Birthstone Dream Catcher","","","","","9236","4","7.95","3.5"
"DC700","11755","Birthstone Dream Catcher","","","","","9237","5","7.95","3.5"
"DC700","11755","Birthstone Dream Catcher","","","","","9238","4","7.95","3.5"
"DC700","11755","Birthstone Dream Catcher","","","","","9239","1","7.95","3.5"
"DC700","11755","Birthstone Dream Catcher","","","","","9240","4","7.95","3.5"
"DC700","11755","Birthstone Dream Catcher","","","","","9241","3","7.95","3.5"
"DC700","11755","Birthstone Dream Catcher","","","","","9242","0","7.95","3.5"
"DC700","11755","Birthstone Dream Catcher","","","","","9243","1","7.95","3.5"
"DC700","11755","Birthstone Dream Catcher","","","","","9244","3","7.95","3.5"
"DC700","11755","Birthstone Dream Catcher","","","","","9245","2","7.95","3.5"
"DC700","11755","Birthstone Dream Catcher","","","","","9246","5","7.95","3.5"
"PDC","11759","Pocket Dream Catcher","","","","","9259","9","7.45","3.25"
"PDC","11759","Pocket Dream Catcher","","","","","9260","4","7.45","3.25"
"PDC","11759","Pocket Dream Catcher","","","","","9261","7","7.45","3.25"
"PDC","11759","Pocket Dream Catcher","","","","","9262","0","7.45","3.25"
"PDC","11759","Pocket Dream Catcher","","","","","9263","6","7.45","3.25"
"PDC","11759","Pocket Dream Catcher","","","","","9264","6","7.45","3.25"
"PDC","11759","Pocket Dream Catcher","","","","","9265","5","7.45","3.25"
"PDC","11759","Pocket Dream Catcher","","","","","9266","5","7.45","3.25"
"PDC","11759","Pocket Dream Catcher","","","","","9267","3","7.45","3.25"
"PDC","11759","Pocket Dream Catcher","","","","","9268","3","7.45","3.25"
"PDC","11759","Pocket Dream Catcher","","","","","9269","5","7.45","3.25"
"PDC","11759","Pocket Dream Catcher","","","","","9270","5","7.45","3.25"
"A18061-POD2573","11972","Matted Print - Seed of Life","","11"" x 14""","","","","3","20","7.5"
"A13042-POD2549","11973","Matted Print - Carried Away","","11"" x 14""","","","","2","20","7.5"
"150BLSSAB","12007","Ballerina Slippers","","","","","9290","3","179","92"
"150BLSSAB","12007","Ballerina Slippers","","","","","9291","1","179","92"
"150BLSSAB","12007","Ballerina Slippers","","","","","9292","1","179","92"
"150BLSSAB","12007","Ballerina Slippers","","","","","9293","1","179","92"
"150BLSSAB","12007","Ballerina Slippers","","","","","9294","1","179","92"
"150BLSSAB","12007","Ballerina Slippers","","","","","9295","2","179","92"
"150BLSSAB","12007","Ballerina Slippers","","","","","9598","0","179","92"
"150BLSSAB","12007","Ballerina Slippers","","","","","9599","0","179","92"
"150GRYSSAB","12008","Ballerina Slippers","","","","","9296","0","179","92"
"150GRYSSAB","12008","Ballerina Slippers","","","","","9297","0","179","92"
"150GRYSSAB","12008","Ballerina Slippers","","","","","9298","1","179","92"
"150GRYSSAB","12008","Ballerina Slippers","","","","","9299","0","179","92"
"150GRYSSAB","12008","Ballerina Slippers","","","","","9300","1","179","92"
"150GRYSSAB","12008","Ballerina Slippers","","","","","9301","0","179","92"
"150GRYSSAB","12008","Ballerina Slippers","","","","","9600","0","179","92"
"150GRYSSAB","12008","Ballerina Slippers","","","","","9601","0","179","92"
"150GRYSAB","12009","Ballerina Slippers","","","","","9302","2","159","80"
"150GRYSAB","12009","Ballerina Slippers","","","","","9303","0","159","80"
"150GRYSAB","12009","Ballerina Slippers","","","","","9304","0","159","80"
"150GRYSAB","12009","Ballerina Slippers","","","","","9305","0","159","80"
"150GRYSAB","12009","Ballerina Slippers","","","","","9306","0","159","80"
"150GRYSAB","12009","Ballerina Slippers","","","","","9307","0","159","80"
"150GRYSAB","12009","Ballerina Slippers","","","","","9602","0","159","80"
"150GRYSAB","12009","Ballerina Slippers","","","","","9603","0","159","80"
"150RDEP1F","12012","Ballerina Slippers","","","","","9308","2","159","80"
"150RDEP1F","12012","Ballerina Slippers","","","","","9309","1","159","80"
"150RDEP1F","12012","Ballerina Slippers","","","","","9310","3","159","80"
"150RDEP1F","12012","Ballerina Slippers","","","","","9311","1","159","80"
"150RDEP1F","12012","Ballerina Slippers","","","","","9312","3","159","80"
"150RDEP1F","12012","Ballerina Slippers","","","","","9313","2","159","80"
"150RDEP1F","12012","Ballerina Slippers","","","","","9604","0","159","80"
"150RDEP1F","12012","Ballerina Slippers","","","","","9605","0","159","80"
"150STEP1F","12016","Ballerina Slippers","","","","","9322","2","159","80"
"150STEP1F","12016","Ballerina Slippers","","","","","9323","0","159","80"
"150STEP1F","12016","Ballerina Slippers","","","","","9324","0","159","80"
"150STEP1F","12016","Ballerina Slippers","","","","","9325","0","159","80"
"150STEP1F","12016","Ballerina Slippers","","","","","9326","2","159","80"
"150STEP1F","12016","Ballerina Slippers","","","","","9327","0","159","80"
"150STEP1F","12016","Ballerina Slippers","","","","","9606","0","159","80"
"150STEP1F","12016","Ballerina Slippers","","","","","9607","0","159","80"
"150CRMEP1F","12017","Ballerina Slippers","","","","","9328","1","159","80"
"150CRMEP1F","12017","Ballerina Slippers","","","","","9329","1","159","80"
"150CRMEP1F","12017","Ballerina Slippers","","","","","9330","1","159","80"
"150CRMEP1F","12017","Ballerina Slippers","","","","","9331","0","159","80"
"150CRMEP1F","12017","Ballerina Slippers","","","","","9332","0","159","80"
"150CRMEP1F","12017","Ballerina Slippers","","","","","9333","0","159","80"
"150CRMEP1F","12017","Ballerina Slippers","","","","","9608","0","159","80"
"150CRMEP1F","12017","Ballerina Slippers","","","","","9609","0","159","80"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","","","","","9354","2","169","64"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","","","","","9355","0","169","64"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","","","","","9356","1","169","64"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","","","","","9357","1","169","64"
"A14051-WPA1201NC0TA","12067","Serena Legging ""Gezaluwejit""","","","","","9358","2","169","64"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","","","","","9359","1","169","64"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","","","","","9360","0","169","64"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","","","","","9361","0","169","64"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","","","","","9362","0","169","64"
"A16058-WPA1201NC04A","12068","Serena Legging ""Silent Seekers""","","","","","9363","2","169","64"
"WLS20001NC0UA","12069","Mia Turtleneck ""Under the Same Sky"" Plus Size","","","","","9541","1","149","68"
"WLS20001NC0UA","12069","Mia Turtleneck ""Under the Same Sky"" Plus Size","","","","","9542","0","149","68"
"WLS20001NC0UA","12069","Mia Turtleneck ""Under the Same Sky"" Plus Size","","","","","9543","1","149","68"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","","","","","9374","3","169","64"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","","","","","9375","1","169","64"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","","","","","9376","2","169","64"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","","","","","9377","1","169","64"
"W13047-WPA1201NC17A","12071","Serena Legging ""Inner Memories""","","","","","9378","0","169","64"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","","","","","9379","0","169","64"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","","","","","9380","0","169","64"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","","","","","9381","1","169","64"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","","","","","9382","0","169","64"
"W12018-WPA1201NC0DA","12072","Serena Legging ""Early Evening Flowing into Fall""","","","","","9383","1","169","64"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","","","","","9394","1","79","35"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","","","","","9395","0","79","35"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","","","","","9396","0","79","35"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","","","","","9397","1","79","35"
"W13047-WNS1101NC17A","12075","Florence Tank ""Inner Memories""","","","","","9398","0","79","35"
"W13047-WPA0901NC17A","12081","Sandrine ""Inner Memories""","","","","","9409","1","149","61"
"W13047-WPA0901NC17A","12081","Sandrine ""Inner Memories""","","","","","9410","0","149","61"
"W13047-WPA0901NC17A","12081","Sandrine ""Inner Memories""","","","","","9411","1","149","61"
"W13047-WPA0901NC17A","12081","Sandrine ""Inner Memories""","","","","","9412","0","149","61"
"W13047-WPA0901NC17A","12081","Sandrine ""Inner Memories""","","","","","9413","0","149","61"
"W16052-WPA0901NC0BA","12082","Sandrine ""Zenith""","","","","","9414","1","149","61"
"W16052-WPA0901NC0BA","12082","Sandrine ""Zenith""","","","","","9415","0","149","61"
"W16052-WPA0901NC0BA","12082","Sandrine ""Zenith""","","","","","9416","0","149","61"
"W16052-WPA0901NC0BA","12082","Sandrine ""Zenith""","","","","","9417","0","149","61"
"W16052-WPA0901NC0BA","12082","Sandrine ""Zenith""","","","","","9418","1","149","61"
"A20055-POD2571","12086","Matted Print - Refuge","","14"" x 11""","","","","5","20","7.5"
"W11065-WDR4301NC0CA","12088","Sophia ""The Forest Temple""","","","","","9434","1","179","69"
"W11065-WDR4301NC0CA","12088","Sophia ""The Forest Temple""","","","","","9435","1","179","69"
"W11065-WDR4301NC0CA","12088","Sophia ""The Forest Temple""","","","","","9436","0","179","69"
"W11065-WDR4301NC0CA","12088","Sophia ""The Forest Temple""","","","","","9437","0","179","69"
"W11065-WDR4301NC0CA","12088","Sophia ""The Forest Temple""","","","","","9438","0","179","69"
"W13047-WDR5301NC17B","12098","Victoire ""Inner Memories""","","","","","9449","1","159","61.5"
"W13047-WDR5301NC17B","12098","Victoire ""Inner Memories""","","","","","9450","1","159","61.5"
"W13047-WDR5301NC17B","12098","Victoire ""Inner Memories""","","","","","9451","0","159","61.5"
"W13047-WDR5301NC17B","12098","Victoire ""Inner Memories""","","","","","9452","0","159","61.5"
"W13047-WDR5301NC17B","12098","Victoire ""Inner Memories""","","","","","9453","0","159","61.5"
"W13041-WDR5301NC0EB","12101","Victoire ""Lapinx""","","","","","9454","0","159","61.5"
"W13041-WDR5301NC0EB","12101","Victoire ""Lapinx""","","","","","9455","1","159","61.5"
"W13041-WDR5301NC0EB","12101","Victoire ""Lapinx""","","","","","9456","0","159","61.5"
"W13041-WDR5301NC0EB","12101","Victoire ""Lapinx""","","","","","9457","1","159","61.5"
"W13041-WDR5301NC0EB","12101","Victoire ""Lapinx""","","","","","9458","0","159","61.5"
"W16052-WDR5301NC0BA","12103","Victoire ""Zenith""","","","","","9464","0","159","61.5"
"W16052-WDR5301NC0BA","12103","Victoire ""Zenith""","","","","","9465","1","159","61.5"
"W16052-WDR5301NC0BA","12103","Victoire ""Zenith""","","","","","9466","0","159","61.5"
"W16052-WDR5301NC0BA","12103","Victoire ""Zenith""","","","","","9467","1","159","61.5"
"W16052-WDR5301NC0BA","12103","Victoire ""Zenith""","","","","","9468","0","159","61.5"
"W10004-WDR5301NC01A","12104","Victoire ""Merging Earth and Sky""","","","","","9469","1","159","61.5"
"W10004-WDR5301NC01A","12104","Victoire ""Merging Earth and Sky""","","","","","9470","1","159","61.5"
"W10004-WDR5301NC01A","12104","Victoire ""Merging Earth and Sky""","","","","","9471","0","159","61.5"
"W10004-WDR5301NC01A","12104","Victoire ""Merging Earth and Sky""","","","","","9472","0","159","61.5"
"W10004-WDR5301NC01A","12104","Victoire ""Merging Earth and Sky""","","","","","9473","0","159","61.5"
"A17063-WBL1101NC02A","12106","Nikki Cardigan ""Depth""","","","","","9474","1","159","50"
"A17063-WBL1101NC02A","12106","Nikki Cardigan ""Depth""","","","","","9475","1","159","50"
"A17063-WBL1101NC02A","12106","Nikki Cardigan ""Depth""","","","","","9476","1","159","50"
"A17063-WBL1101NC02A","12106","Nikki Cardigan ""Depth""","","","","","9477","0","159","50"
"A17063-WBL1101NC02A","12106","Nikki Cardigan ""Depth""","","","","","9478","1","159","50"
"A16058-WBL1101NC04A","12107","Nikki Cardigan ""Silent Seekers""","","","","","9479","0","159","50"
"A16058-WBL1101NC04A","12107","Nikki Cardigan ""Silent Seekers""","","","","","9480","1","159","50"
"A16058-WBL1101NC04A","12107","Nikki Cardigan ""Silent Seekers""","","","","","9481","1","159","50"
"A16058-WBL1101NC04A","12107","Nikki Cardigan ""Silent Seekers""","","","","","9482","1","159","50"
"A16058-WBL1101NC04A","12107","Nikki Cardigan ""Silent Seekers""","","","","","9483","1","159","50"
"A16058-WSK0501NC04A","12139","Elaine Skirt ""Silent Seekers""","","","","","9492","0","149","63.5"
"A16058-WSK0501NC04A","12139","Elaine Skirt ""Silent Seekers""","","","","","9493","0","149","63.5"
"A16058-WSK0501NC04A","12139","Elaine Skirt ""Silent Seekers""","","","","","9494","0","149","63.5"
"A16058-WSK0501NC04A","12139","Elaine Skirt ""Silent Seekers""","","","","","9495","1","149","63.5"
"A16058-WSK0501NC04A","12139","Elaine Skirt ""Silent Seekers""","","","","","9496","1","149","63.5"
"W12005-WDR4401NC0WA","12188","Sophia ""Earth Keeper"" Plus Size","","","","","9517","1","179","73"
"W12005-WDR4401NC0WA","12188","Sophia ""Earth Keeper"" Plus Size","","","","","9518","1","179","73"
"W12005-WDR4401NC0WA","12188","Sophia ""Earth Keeper"" Plus Size","","","","","9519","1","179","73"
"A16058-WLS1801NC04A","12194","Patti Tunic II ""Silent Seekers"" Plus Size","","","","","9525","1","129","60.5"
"A16058-WLS1801NC04A","12194","Patti Tunic II ""Silent Seekers"" Plus Size","","","","","9526","0","129","60.5"
"A16058-WLS1801NC04A","12194","Patti Tunic II ""Silent Seekers"" Plus Size","","","","","9527","1","129","60.5"
"A17063-UAC6601NC02A","12200","Mimi Apron for children ""Depth""","","","","","","3","49","30"
"A16051-UAC6601NC05A","12201","Mimi Apron for children ""Northern Keepers""","","","","","","3","49","30"
"A08013-UAC6601NC0FA","12202","Mimi Apron for children ""New Day""","","","","","","5","49","30"
"A16058-UAC6601NC04A","12203","Mimi Apron for children ""Silent Seekers""","","","","","","4","49","30"
"A17063-UAC6701NC02A","12205","Angèle Apron ""Depth""","","","","","","2","69","29.5"
"A16058-UAC6701NC04A","12208","Angèle Apron ""Silent Seekers""","","","","","","2","69","29.5"
"A08007-UAC6101NC1AA","12440","Gustave Pillow ""A Moose and a Goose""","","","","","","3","59","23"
"A10046-POD2553C","12704","Canvas - Geese Spirit","10"" x 8""","","","","","3","40","17"
"A01031-POD2558C","12707","Canvas - Honoring the Giver of Life","8"" x 10""","","","","","2","40","17"
"A10004-POD2561C","12710","Canvas - Merging Earth and Sky","10"" x 8""","","","","","2","40","17"
"A00048-POD2884C","12714","Canvas - Protector","8"" x 10""","","","","","2","40","17"
"A20055-POD2571C","12716","Canvas - Refuge","10"" x 8""","","","","","3","40","17"
"A09006-POD2579C","12717","Canvas - River Keeper","8"" x 10""","","","","","3","40","17"
"A01003-POD2575C","12719","Canvas - Sky Girl","8"" x 10""","","","","","3","40","17"
"DC15-P","12776","DC15 Pendant","","","","","","15","8.949999999999999","3.75"
"DC15M-P","12777","DC15M Pendant","","","","","","4","11.95","5"
"DC2-P","12778","DC2 Pendant","","","","","","32","11.95","5"
"DC23-P","12779","DC23 Pendant","","","","","","2","11.95","5"
"DC24-P","12780","DC24 Pendant","","","","","","2","11.95","5"
"DC10-P","12781","DC10 Pendant","","","","","","10","8.949999999999999","3.75"
"DC2","12784","DC2 Earrings","","","","","","26","16.95","7.5"
"DC15","12785","DC15 Earrings","","","","","","6","12.95","4.75"
"DC10","12786","DC10 Earrings","","","","","","5","11.95","5"
"DC15M","12787","DC15M Earrings","","","","","","3","15.95","6.95"
"BB2-P","12798","BB2 Pendant ""Birch Bark""","","","","","","3","12.95","5.3"
"SKU: 53-53-612","12851","Bill Helin Killer Whale Oven Mitt","","","","","","2","19.95","8"
"DC13","12931","DC13 Earrings","","","","","","6","24.95","10.5"
"DC11","12932","DC11 Earrings","","","","","","2","24.95","10.5"
"DC19","12934","DC19 Earrings","","","","","","4","22.95","9.75"
"DC13-P","12940","DC13 Pendant","","","","","","3","15.95","6.75"
"DC20-P","12943","DC20 Pendant","","","","","","4","26.95","11.75"
"DC21-P","12945","DC21 Pendant","","","","","","2","26.95","11.5"
"DC19-P","12948","DC19 Pendant","","","","","","7","15.95","6.75"
"DC18-P","12949","DC18 Pendant","","","","","","6","15.95","6.75"
"DC14-P","12996","DC14 Pendant","","","","","","9","15.95","6.75"
"DC5-P","12998","DC5 Pendant","","","","","","9","10.95","4.25"
"BB4-P","12999","BB4 Pendant ""Birch Bark""","","","","","","3","12.95","5.5"
"BB6-P","13000","BB6 Pendant ""Birch Bark""","","","","","","4","15.95","7.05"
