"Reference code","Product name","Product ID","Product Combinations ID","Quantity","Pre-tax retail price"
"542","Suede Moccasins for Women","1039","7202","0","114"
"542","Suede Moccasins for Women","1039","7203","0","114"
"542","Suede Moccasins for Women","1039","7204","0","114"
"542","Suede Moccasins for Women","1039","7205","0","114"
"642","Suede Moccasins for Women","1040","2708","1","114"
"642","Suede Moccasins for Women","1040","2711","0","114"
"642","Suede Moccasins for Women","1040","2712","1","114"
"642","Suede Moccasins for Women","1040","7206","0","114"
"642","Suede Moccasins for Women","1040","7207","0","114"
"642","Suede Moccasins for Women","1040","7208","0","114"
"642","Suede Moccasins for Women","1040","7209","0","114"
"4890","Leather Moccasins for Women","1042","2722","2","120"
"4890","Leather Moccasins for Women","1042","2723","0","120"
"4890","Leather Moccasins for Women","1042","2724","1","120"
"4890","Leather Moccasins for Women","1042","2725","2","120"
"4890","Leather Moccasins for Women","1042","2726","0","120"
"4890","Leather Moccasins for Women","1042","2728","1","120"
"4890","Leather Moccasins for Women","1042","7210","2","120"
"B489","Leather Moccasins for Men","1044","2744","2","0"
"B489","Leather Moccasins for Men","1044","2745","0","0"
"B489","Leather Moccasins for Men","1044","2746","3","0"
"B489","Leather Moccasins for Men","1044","2748","3","0"
"B489","Leather Moccasins for Men","1044","2749","2","0"
"B489","Leather Moccasins for Men","1044","5997","0","0"
"B489","Leather Moccasins for Men","1044","7216","1","0"
"B489","Leather Moccasins for Men","1044","7217","0","0"
"B489","Leather Moccasins for Men","1044","7218","0","0"
"B489","Leather Moccasins for Men","1044","7219","2","0"
"B489","Leather Moccasins for Women","1045","2761","1","98"
"B489","Leather Moccasins for Women","1045","2763","0","98"
"B489","Leather Moccasins for Women","1045","2764","0","98"
"B489","Leather Moccasins for Women","1045","2765","2","98"
"B489","Leather Moccasins for Women","1045","2766","2","98"
"B489","Leather Moccasins for Women","1045","2767","2","98"
"B489","Leather Moccasins for Women","1045","7220","1","98"
"220","Suede Moccasins for Juniors","1046","2775","1","66"
"220","Suede Moccasins for Juniors","1046","2776","1","66"
"220","Suede Moccasins for Juniors","1046","2777","0","66"
"220","Suede Moccasins for Juniors","1046","2779","1","66"
"220","Suede Moccasins for Juniors","1046","2780","1","66"
"220","Suede Moccasins for Juniors","1046","7221","0","66"
"A16058-WBL0601NCO4A","Kimono ""Silent Seekers""","1059","2867","6","109"
"A17063-UAC0201NC02A","Nina Tablecloth ""Depth""","1060","","3","119"
"A16058-UAC0201NC04B","Nina Tablecloth ""Silent Seekers""","1061","","3","119"
"A16058-UAC0401NC04A","Nino Place Mats ""Silent Seekers""","1063","","4","15"
"A13041-WSS0701NC0EB","Yoko Cape Tunic ""Lapinx""","1066","3212","0","129"
"A13041-WSS0701NC0EB","Yoko Cape Tunic ""Lapinx""","1066","3213","1","129"
"A13041-WSS0701NC0EB","Yoko Cape Tunic ""Lapinx""","1066","3214","1","129"
"A13041-WSS0701NC0EB","Yoko Cape Tunic ""Lapinx""","1066","3215","0","129"
"A13041-WSS0701NC0EB","Yoko Cape Tunic ""Lapinx""","1066","3216","0","129"
"A17063-WBL0701NC02A","Cassatt Vest ""Depth""","1067","2883","0","119"
"A17063-WBL0701NC02A","Cassatt Vest ""Depth""","1067","2884","1","119"
"A17063-WBL0701NC02A","Cassatt Vest ""Depth""","1067","2885","1","119"
"A17063-WBL0701NC02A","Cassatt Vest ""Depth""","1067","2886","0","119"
"A17063-WBL0701NC02A","Cassatt Vest ""Depth""","1067","2887","0","119"
"150CR","Ballerina Slippers","1076","3378","2","96"
"150CR","Ballerina Slippers","1076","3382","4","96"
"150CR","Ballerina Slippers","1076","3383","3","96"
"150CR","Ballerina Slippers","1076","7224","0","96"
"150CR","Ballerina Slippers","1076","7225","2","96"
"150CR","Ballerina Slippers","1076","7226","2","96"
"150BL","Ballerina Slippers","1078","3396","3","96"
"150BL","Ballerina Slippers","1078","3401","2","96"
"150BL","Ballerina Slippers","1078","7227","2","96"
"150BL","Ballerina Slippers","1078","7228","4","96"
"150BL","Ballerina Slippers","1078","7229","2","96"
"150BL","Ballerina Slippers","1078","7230","3","96"
"150BR","Ballerina Slippers","1079","3408","1","96"
"150BR","Ballerina Slippers","1079","3413","1","96"
"150BR","Ballerina Slippers","1079","7231","0","96"
"150BR","Ballerina Slippers","1079","7232","0","96"
"150BR","Ballerina Slippers","1079","7233","1","96"
"150BR","Ballerina Slippers","1079","7234","2","96"
"150PL","Ballerina Slippers","1081","3432","1","96"
"150PL","Ballerina Slippers","1081","3433","1","96"
"150PL","Ballerina Slippers","1081","3436","1","96"
"150PL","Ballerina Slippers","1081","3437","2","96"
"150PL","Ballerina Slippers","1081","7240","1","96"
"150PL","Ballerina Slippers","1081","7241","2","96"
"150RD","Ballerina Slippers","1082","3444","2","96"
"150RD","Ballerina Slippers","1082","3445","0","96"
"150RD","Ballerina Slippers","1082","3448","0","96"
"150RD","Ballerina Slippers","1082","3449","0","96"
"150RD","Ballerina Slippers","1082","7242","0","96"
"150RD","Ballerina Slippers","1082","7243","0","96"
"150ST","Ballerina Slippers","1083","3456","2","96"
"150ST","Ballerina Slippers","1083","3461","0","96"
"150ST","Ballerina Slippers","1083","7244","0","96"
"150ST","Ballerina Slippers","1083","7245","0","96"
"150ST","Ballerina Slippers","1083","7246","0","96"
"150ST","Ballerina Slippers","1083","7247","0","96"
"150TQ","Ballerina Slippers","1084","3468","2","96"
"150TQ","Ballerina Slippers","1084","3469","1","96"
"150TQ","Ballerina Slippers","1084","3470","1","96"
"150TQ","Ballerina Slippers","1084","3471","0","96"
"150TQ","Ballerina Slippers","1084","3473","2","96"
"150TQ","Ballerina Slippers","1084","7248","0","96"
"Sauge","Buffalo Sage","1089","6881","12","0"
"Sauge","Buffalo Sage","1089","6882","0","0"
"Sauge","Buffalo Sage","1089","6883","14","0"
"Sauge","Buffalo Sage","1089","6884","40","0"
"Sauge","Buffalo Sage","1089","6885","0","0"
"Sauge","Buffalo Sage","1089","6886","23","0"
"Sauge","Buffalo Sage","1089","7849","9","0"
"Sweetgrass","Sweetgrass","1090","","34","12"
"5000-0008-12BL-1493CHO","Ladies Suede Moccasins","1100","3656","0","65"
"5000-0008-12BL-1493CHO","Ladies Suede Moccasins","1100","3657","1","65"
"5000-0008-12BL-1493CHO","Ladies Suede Moccasins","1100","3661","1","65"
"5000-0008-12BL-1493CHO","Ladies Suede Moccasins","1100","7280","0","65"
"5000-0008-12BL-1493CHO","Ladies Suede Moccasins","1100","7281","0","65"
"5000-0008-12BL-1493CHO","Ladies Suede Moccasins","1100","7282","0","65"
"5000-0008-12BL-1493CHO","Ladies Suede Moccasins","1100","7283","0","65"
"5000-0008-12BL-1493CHO","Ladies Suede Moccasins","1100","7284","0","65"
"5000-0008-12BL-1493CHO","Ladies Suede Moccasins","1100","7285","0","65"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","1101","3663","2","0"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","1101","3664","2","0"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","1101","3665","3","0"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","1101","3668","2","0"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","1101","3670","0","0"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","1101","6905","0","0"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","1101","7286","1","0"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","1101","7287","0","0"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","1101","7288","0","0"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","1101","7289","0","0"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","1102","3683","1","142"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","1102","3685","1","142"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","1102","3686","2","142"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","1102","3689","1","142"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","1102","3690","2","142"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","1102","7290","2","142"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","1102","7291","0","142"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","1102","7292","0","142"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","1102","7293","0","142"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","1102","7294","0","142"
"6080-0408-41BL-653","Suede Slippers for Men","1105","3718","1","0"
"6080-0408-41BL-653","Suede Slippers for Men","1105","3719","1","0"
"6080-0408-41BL-653","Suede Slippers for Men","1105","3720","1","0"
"6080-0408-41BL-653","Suede Slippers for Men","1105","3721","1","0"
"6080-0408-41BL-653","Suede Slippers for Men","1105","3722","0","0"
"6080-0408-41BL-653","Suede Slippers for Men","1105","3723","0","0"
"6080-0408-41BL-653","Suede Slippers for Men","1105","3724","0","0"
"6080-0408-41BL-653","Suede Slippers for Men","1105","6907","1","0"
"6080-0408-41BL-653","Suede Slippers for Men","1105","7302","0","0"
"6080-0408-41BL-653","Suede Slippers for Men","1105","7303","0","0"
"9813-0408-86BL2-986486BL","Ladies Mukluks","1112","3982","2","380"
"9813-0408-86BL2-986486BL","Ladies Mukluks","1112","7585","0","380"
"9813-0408-86BL2-986486BL","Ladies Mukluks","1112","7586","0","380"
"9813-0408-86BL2-986486BL","Ladies Mukluks","1112","7587","0","380"
"9813-0408-86BL2-986486BL","Ladies Mukluks","1112","7588","0","380"
"9813-0408-86BL2-986486BL","Ladies Mukluks","1112","7589","0","380"
"9813-0408-86BL2-986486BL","Ladies Mukluks","1112","7590","0","380"
"9813-0408-86BL2-986486BL","Ladies Mukluks","1112","7591","0","380"
"9813-0408-86BL2-986486BL","Ladies Mukluks","1112","7592","0","380"
"9026-0468-85-1964585RMADKT","Ladies Mukluks","1114","3998","0","227"
"9026-0468-85-1964585RMADKT","Ladies Mukluks","1114","3999","0","227"
"9026-0468-85-1964585RMADKT","Ladies Mukluks","1114","4000","0","227"
"9026-0468-85-1964585RMADKT","Ladies Mukluks","1114","4001","0","227"
"9026-0468-85-1964585RMADKT","Ladies Mukluks","1114","4002","1","227"
"9026-0468-85-1964585RMADKT","Ladies Mukluks","1114","4003","1","227"
"9026-0468-85-1964585RMADKT","Ladies Mukluks","1114","4004","1","227"
"9026-0468-85-1964585RMADKT","Ladies Mukluks","1114","4005","0","227"
"9026-0468-85-1964585RMADKT","Ladies Mukluks","1114","4006","0","227"
"9026-0308-85-1964185OBSM","Mukluks for Men","1117","3850","2","300"
"9026-0308-85-1964185OBSM","Mukluks for Men","1117","3851","1","300"
"9026-0308-85-1964185OBSM","Mukluks for Men","1117","3853","0","300"
"9026-0308-85-1964185OBSM","Mukluks for Men","1117","7548","0","300"
"9026-0308-85-1964185OBSM","Mukluks for Men","1117","7549","0","300"
"9026-0308-85-1964185OBSM","Mukluks for Men","1117","7550","0","300"
"9026-0308-85-1964185OBSM","Mukluks for Men","1117","7551","0","300"
"9026-0308-85-1964185OBSM","Mukluks for Men","1117","7552","0","300"
"9026-0308-85-1964185OBSM","Mukluks for Men","1117","7553","0","300"
"9013-0300-47RK-19245RK","Mukluks for Men","1118","3862","1","285"
"9013-0300-47RK-19245RK","Mukluks for Men","1118","3863","1","285"
"9013-0300-47RK-19245RK","Mukluks for Men","1118","7554","0","285"
"9013-0300-47RK-19245RK","Mukluks for Men","1118","7555","0","285"
"9013-0300-47RK-19245RK","Mukluks for Men","1118","7556","0","285"
"9013-0300-47RK-19245RK","Mukluks for Men","1118","7557","0","285"
"9013-0300-47RK-19245RK","Mukluks for Men","1118","7558","0","285"
"9013-0300-47RK-19245RK","Mukluks for Men","1118","7559","0","285"
"9013-0300-47RK-19245RK","Mukluks for Men","1118","7560","0","285"
"SKU-54-54-541","Crossbody City Bag, Bear Box","1132","4020","2","150"
"SKU-54-54-541","Crossbody City Bag, Bear Box","1132","4021","0","150"
"SKU-54-54-541","Crossbody City Bag, Bear Box","1132","4022","0","150"
"SKU: 54-54-350","Wristlet, Raven","1142","4058","0","42"
"SKU: 54-54-350","Wristlet, Raven","1142","4059","0","42"
"SKU: 54-54-350","Wristlet, Raven","1142","4060","0","42"
"SKU: 54-54-350","Wristlet, Raven","1142","4061","2","42"
"SKU: 54-54-350","Wristlet, Raven","1142","4067","0","42"
"SKU: 54-54-350","Wristlet, Raven","1142","4068","0","42"
"SKU: 00-07-417","Bill Helin Raven Whale Pendant","1159","","2","70"
"SKU: 00-07-415","Bill Helin Eagle Pendant","1161","","2","70"
"SKU: 00-07-424","Bill Helin Hummingbird Earrings","1163","","2","75"
"SKU: 00-06-095","Eagle Serving Set - (sold separately)","1164","4134","1","120"
"SKU: 00-06-095","Eagle Serving Set - (sold separately)","1164","4135","1","120"
"SKU: 00-01-026","Bookend Bear Frog","1165","","2","65"
"SKU: 00-04-324","Chief Grinder Salt/Pepper/Herbs","1187","5587","1","80"
"SKU: 00-04-324","Chief Grinder Salt/Pepper/Herbs","1187","5589","1","80"
"SKU: 00-04-324","Chief Grinder Salt/Pepper/Herbs","1187","5590","0","80"
"SKU: 00-04-330","Princess Grinder Salt/Pepper/Herbs","1188","5600","1","80"
"SKU: 00-04-330","Princess Grinder Salt/Pepper/Herbs","1188","5601","0","80"
"SKU: 00-04-330","Princess Grinder Salt/Pepper/Herbs","1188","5602","1","80"
"3014","Bear Pendant","1200","","2","480"
"3174","Horse Pendant/Brooch","1293","","2","210"
"3384","Turtle Earrings","1376","","2","80"
"3388","Turtle Earrings","1380","","3","48"
"3392","Bear Paw Earrings","1384","","3","50"
"3394","Bear Paw Earrings","1385","","4","35"
"3398","Bear Paw Earrings","1388","","3","38"
"5100-0000-41-3107CK","Leather Moccasins for Men","1411","6087","1","0"
"5100-0000-41-3107CK","Leather Moccasins for Men","1411","6088","1","0"
"5100-0000-41-3107CK","Leather Moccasins for Men","1411","6089","1","0"
"5100-0000-41-3107CK","Leather Moccasins for Men","1411","7324","0","0"
"5100-0000-41-3107CK","Leather Moccasins for Men","1411","7325","0","0"
"5100-0000-41-3107CK","Leather Moccasins for Men","1411","7326","0","0"
"5100-0000-41-3107CK","Leather Moccasins for Men","1411","7327","0","0"
"5100-0000-41-3107CK","Leather Moccasins for Men","1411","7328","0","0"
"5100-0000-41-3107CK","Leather Moccasins for Men","1411","7329","0","0"
"6080-0400-41IND-648","Suede Slippers for Men","1414","6190","1","104"
"6080-0400-41IND-648","Suede Slippers for Men","1414","6191","1","104"
"6080-0400-41IND-648","Suede Slippers for Men","1414","6193","1","104"
"6080-0400-41IND-648","Suede Slippers for Men","1414","6196","1","104"
"6080-0400-41IND-648","Suede Slippers for Men","1414","7339","3","104"
"6080-0400-41IND-648","Suede Slippers for Men","1414","7340","0","104"
"6080-0400-41IND-648","Suede Slippers for Men","1414","7341","0","104"
"6080-0400-41IND-648","Suede Slippers for Men","1414","7342","0","104"
"6080-0400-41IND-648","Suede Slippers for Men","1414","7343","0","104"
"6080-0400-41IND-648","Suede Slippers for Men","1414","7344","0","104"
"5000-0400-00-748IND","Ladies Suede Moccasins","1417","6228","1","62"
"5000-0400-00-748IND","Ladies Suede Moccasins","1417","6229","2","62"
"5000-0400-00-748IND","Ladies Suede Moccasins","1417","6230","1","62"
"5000-0400-00-748IND","Ladies Suede Moccasins","1417","6233","1","62"
"5000-0400-00-748IND","Ladies Suede Moccasins","1417","6236","1","62.00"
"5000-0400-00-748IND","Ladies Suede Moccasins","1417","7345","0","62.00"
"5000-0400-00-748IND","Ladies Suede Moccasins","1417","7346","0","62.00"
"5000-0400-00-748IND","Ladies Suede Moccasins","1417","7347","0","62.00"
"5000-0400-00-748IND","Ladies Suede Moccasins","1417","7348","0","62.00"
"989","Suede Moccasins for Men","1426","6379","4","0.00"
"989","Suede Moccasins for Men","1426","6380","4","0.00"
"989","Suede Moccasins for Men","1426","7371","0","0.00"
"989","Suede Moccasins for Men","1426","7372","0","0.00"
"989","Suede Moccasins for Men","1426","7373","0","0.00"
"989","Suede Moccasins for Men","1426","7374","1","0.00"
"989","Suede Moccasins for Men","1426","7375","0","0.00"
"989","Suede Moccasins for Men","1426","7532","1","0.00"
"989","Suede Moccasins for Men","1426","7533","0","0.00"
"989","Suede Moccasins for Men","1426","7534","0","0.00"
"SKU: 12-12-737","Moose Halo Mug","1435","","4","11.00"
"SKU: 00-04-255","Chesse Platter","1462","6462","1","92.00"
"SKU: 00-04-255","Chesse Platter","1462","6463","1","92.00"
"SKU: 00-07-419","Bill Helin Feather Pendant","1496","","2","70.00"
"3339","Bear Paw Pendant","1525","","3","95.00"
"3343","Bear Paw Pendant","1526","","2","50.00"
"3332","Loop Bail for Pendant","1530","","2","40.00"
"3333","Loop Bail for Pendant","1531","","2","25.00"
"3357","Bear Earrings","1562","","2","230.00"
"3358","Bear Earrings","1563","","2","240.00"
"3444","Half Moon Earrings","1621","","2","95.00"
"3455","Bear Paw/Feather Earrings","1628","","2","60.00"
"3456","Bear Paw Earrings","1629","","3","50.00"
"3459","Bear Paw Earrings","1632","","2","35.00"
"3473","Oval Earrings","1644","","2","90.00"
"3475","Stud Earrings","1646","","3","28.00"
"9816-0408-86-981486BL","Ladies Mukluks","1663","6579","0","467.00"
"9816-0408-86-981486BL","Ladies Mukluks","1663","6581","1","467.00"
"9816-0408-86-981486BL","Ladies Mukluks","1663","6582","1","467.00"
"9816-0408-86-981486BL","Ladies Mukluks","1663","7637","0","467.00"
"9816-0408-86-981486BL","Ladies Mukluks","1663","7638","0","467.00"
"9816-0408-86-981486BL","Ladies Mukluks","1663","7639","2","467.00"
"9816-0408-86-981486BL","Ladies Mukluks","1663","7640","1","467.00"
"9816-0408-86-981486BL","Ladies Mukluks","1663","7641","0","467.00"
"9816-0408-86-981486BL","Ladies Mukluks","1663","7642","0","467.00"
"3542","Stud Earrings","1774","","6","30.00"
"3543","Stud Earrings","1775","","5","30.00"
"3544","Stud Earrings","1776","","3","30.00"
"3545","Stud Earrings","1777","","6","30.00"
"3550","Stud Earrings","1782","","4","20.00"
"3551","Stud Earrings","1783","","5","30.00"
"3559","Stud Earrings","1788","","2","30.00"
"3560","Stud Earrings","1789","","2","30.00"
"3561","Stud Earrings","1791","","2","20.00"
"3563","Stud Earrings","1794","","2","30.00"
"SKU: 00-07-411","Bill Helin Hummingbird Pendant","2242","","2","70.00"
"SKU: 00-07-413","Bill Helin Salmon Pendant","2243","","2","70.00"
"SKU: 00-07-420","Bill Helin Hummingbird Earrings","2244","","3","75.00"
"55-55-016","Dorothy Grant Flap Bag","2245","6599","1","113.00"
"55-55-016","Dorothy Grant Flap Bag","2245","6600","1","113.00"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","2284","6614","0","73.00"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","2284","6615","2","73.00"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","2284","6616","1","73.00"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","2284","6617","1","73.00"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","2284","6618","1","73.00"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","2284","7385","0","73.00"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","2284","7386","0","73.00"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","2284","7387","0","73.00"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","2284","7388","0","73.00"
"W13023-WNS0801NC0IB","Kaplan Tank ""Wisdom Keepers""","2408","6663","1","129.00"
"W13023-WNS0801NC0IB","Kaplan Tank ""Wisdom Keepers""","2408","6664","1","129.00"
"W13023-WNS0801NC0IB","Kaplan Tank ""Wisdom Keepers""","2408","6665","0","129.00"
"W13023-WNS0801NC0IB","Kaplan Tank ""Wisdom Keepers""","2408","6666","0","129.00"
"W13023-WNS0801NC0IB","Kaplan Tank ""Wisdom Keepers""","2408","6667","1","129.00"
"A16059-WDR3201NC0IB","Michelle Dress ""Wisdom Keepers""","2542","6670","1","129.00"
"A16059-WDR3201NC0IB","Michelle Dress ""Wisdom Keepers""","2542","6671","0","129.00"
"A16059-WDR3201NC0IB","Michelle Dress ""Wisdom Keepers""","2542","6672","1","129.00"
"A16059-WDR3201NC0IB","Michelle Dress ""Wisdom Keepers""","2542","6673","0","129.00"
"A16059-WDR3201NC0IB","Michelle Dress ""Wisdom Keepers""","2542","6674","0","129.00"
"110","Leather Moccasins for Babies","2693","6712","1","42.00"
"110","Leather Moccasins for Babies","2693","6713","1","42.00"
"110","Leather Moccasins for Babies","2693","6714","1","42.00"
"110","Leather Moccasins for Babies","2693","7433","0","42.00"
"110","Leather Moccasins for Babies","2693","7434","1","42.00"
"110","Leather Moccasins for Babies","2693","7435","1","42.00"
"A10004-01NC01","""Merging Earth and Sky"" Mask","2773","6743","1","18.00"
"A10004-01NC01","""Merging Earth and Sky"" Mask","2773","6744","5","18.00"
"A10004-01NC01","""Merging Earth and Sky"" Mask","2773","6745","7","18.00"
"A10004-01NC01","""Merging Earth and Sky"" Mask","2773","6746","21","18.00"
"A10004-01NC01","""Merging Earth and Sky"" Mask","2773","6747","13","18.00"
"A17063-01NC02","""Depth"" Mask","2791","6748","1","18.00"
"A17063-01NC02","""Depth"" Mask","2791","6749","3","18.00"
"A17063-01NC02","""Depth"" Mask","2791","6750","6","18.00"
"A17063-01NC02","""Depth"" Mask","2791","6751","17","18.00"
"A17063-01NC02","""Depth"" Mask","2791","6752","5","18.00"
"A17064-01NC03","""M'Otter Love"" Mask","2792","6753","2","18.00"
"A17064-01NC03","""M'Otter Love"" Mask","2792","6754","0","18.00"
"A17064-01NC03","""M'Otter Love"" Mask","2792","6755","4","18.00"
"A17064-01NC03","""M'Otter Love"" Mask","2792","6756","17","18.00"
"A17064-01NC03","""M'Otter Love"" Mask","2792","6757","6","18.00"
"A16058-01NC04","""Silent Seekers"" Mask","2793","6758","0","18.00"
"A16058-01NC04","""Silent Seekers"" Mask","2793","6759","4","18.00"
"A16058-01NC04","""Silent Seekers"" Mask","2793","6760","-1","18.00"
"A16058-01NC04","""Silent Seekers"" Mask","2793","6761","13","18.00"
"A16058-01NC04","""Silent Seekers"" Mask","2793","6762","20","18.00"
"A16051-01NC05","""Northern Keepers"" Mask","2794","6763","0","18.00"
"A16051-01NC05","""Northern Keepers"" Mask","2794","6764","3","18.00"
"A16051-01NC05","""Northern Keepers"" Mask","2794","6765","14","18.00"
"A16051-01NC05","""Northern Keepers"" Mask","2794","6766","11","18.00"
"A16051-01NC05","""Northern Keepers"" Mask","2794","6767","10","18.00"
"A10044-01NC07","""Going Home"" Mask","2795","6768","2","18.00"
"A10044-01NC07","""Going Home"" Mask","2795","6769","4","18.00"
"A10044-01NC07","""Going Home"" Mask","2795","6770","12","18.00"
"A10044-01NC07","""Going Home"" Mask","2795","6771","17","18.00"
"A10044-01NC07","""Going Home"" Mask","2795","6772","17","18.00"
"A01028-01NC08","""Giving Thanks"" Mask","2796","6773","0","18.00"
"A01028-01NC08","""Giving Thanks"" Mask","2796","6774","0","18.00"
"A01028-01NC08","""Giving Thanks"" Mask","2796","6775","6","18.00"
"A01028-01NC08","""Giving Thanks"" Mask","2796","6776","30","18.00"
"A01028-01NC08","""Giving Thanks"" Mask","2796","6777","9","18.00"
"W13023-01NC09","""Water and Spirit Buffalo"" Mask","2798","6778","2","18.00"
"W13023-01NC09","""Water and Spirit Buffalo"" Mask","2798","6779","0","18.00"
"W13023-01NC09","""Water and Spirit Buffalo"" Mask","2798","6780","19","18.00"
"W13023-01NC09","""Water and Spirit Buffalo"" Mask","2798","6781","31","18.00"
"W13023-01NC09","""Water and Spirit Buffalo"" Mask","2798","6782","25","18.00"
"A17065-01NC0C","""Forest Temple"" Mask","2799","6783","0","18.00"
"A17065-01NC0C","""Forest Temple"" Mask","2799","6784","4","18.00"
"A17065-01NC0C","""Forest Temple"" Mask","2799","6785","22","18.00"
"A17065-01NC0C","""Forest Temple"" Mask","2799","6786","13","18.00"
"A17065-01NC0C","""Forest Temple"" Mask","2799","6787","12","18.00"
"W12018-01NC0D","""Early Evening Flowing into Fall"" Mask","2800","6788","0","18.00"
"W12018-01NC0D","""Early Evening Flowing into Fall"" Mask","2800","6789","5","18.00"
"W12018-01NC0D","""Early Evening Flowing into Fall"" Mask","2800","6790","4","18.00"
"W12018-01NC0D","""Early Evening Flowing into Fall"" Mask","2800","6791","16","18.00"
"W12018-01NC0D","""Early Evening Flowing into Fall"" Mask","2800","6792","11","18.00"
"A08013-01NC0F","""New Day"" Mask","2801","6793","4","18.00"
"A08013-01NC0F","""New Day"" Mask","2801","6794","3","18.00"
"A08013-01NC0F","""New Day"" Mask","2801","6795","7","18.00"
"A08013-01NC0F","""New Day"" Mask","2801","6796","15","18.00"
"A08013-01NC0F","""New Day"" Mask","2801","6797","6","18.00"
"A16059-01NC0I","""Wisdom Keepers"" Mask","2802","6798","0","18.00"
"A16059-01NC0I","""Wisdom Keepers"" Mask","2802","6799","4","18.00"
"A16059-01NC0I","""Wisdom Keepers"" Mask","2802","6800","14","18.00"
"A16059-01NC0I","""Wisdom Keepers"" Mask","2802","6801","21","18.00"
"A16059-01NC0I","""Wisdom Keepers"" Mask","2802","6802","13","18.00"
"5100-0400-27-7709MO","Ladies Suede Moccasins","2896","6819","0","73.00"
"5100-0400-27-7709MO","Ladies Suede Moccasins","2896","7437","0","73.00"
"5100-0400-27-7709MO","Ladies Suede Moccasins","2896","7438","0","73.00"
"5100-0400-27-7709MO","Ladies Suede Moccasins","2896","7439","0","73.00"
"5100-0400-27-7709MO","Ladies Suede Moccasins","2896","7440","0","73.00"
"5100-0400-27-7709MO","Ladies Suede Moccasins","2896","7441","1","73.00"
"5100-0400-27-7709MO","Ladies Suede Moccasins","2896","7442","1","73.00"
"5100-0400-27-7709MO","Ladies Suede Moccasins","2896","7443","1","73.00"
"5100-0400-27-7709MO","Ladies Suede Moccasins","2896","7444","0","73.00"
"A13041-01NC0EA","""Lapinx"" Mask","2904","6830","0","18.00"
"A13041-01NC0EA","""Lapinx"" Mask","2904","6831","2","18.00"
"A13041-01NC0EA","""Lapinx"" Mask","2904","6832","7","18.00"
"A13041-01NC0EA","""Lapinx"" Mask","2904","6833","9","18.00"
"A13041-01NC0EA","""Lapinx"" Mask","2904","6834","14","18.00"
"A07020-01NC0AA","""Journey to the Spirit World"" Mask","2905","6835","0","18.00"
"A07020-01NC0AA","""Journey to the Spirit World"" Mask","2905","6836","0","18.00"
"A07020-01NC0AA","""Journey to the Spirit World"" Mask","2905","6837","4","18.00"
"A07020-01NC0AA","""Journey to the Spirit World"" Mask","2905","6838","7","18.00"
"A07020-01NC0AA","""Journey to the Spirit World"" Mask","2905","6839","0","18.00"
"W17062-01NC0GA","""Horizon"" Mask","2907","6840","0","18.00"
"W17062-01NC0GA","""Horizon"" Mask","2907","6841","0","18.00"
"W17062-01NC0GA","""Horizon"" Mask","2907","6842","6","18.00"
"W17062-01NC0GA","""Horizon"" Mask","2907","6843","8","18.00"
"W17062-01NC0GA","""Horizon"" Mask","2907","6844","9","18.00"
"A08011-01NC0HA","""Whisper"" Mask","2908","6845","0","18.00"
"A08011-01NC0HA","""Whisper"" Mask","2908","6846","4","18.00"
"A08011-01NC0HA","""Whisper"" Mask","2908","6847","6","18.00"
"A08011-01NC0HA","""Whisper"" Mask","2908","6848","30","18.00"
"A08011-01NC0HA","""Whisper"" Mask","2908","6849","10","18.00"
"A17064-WDR3201NC03A","Michelle Dress ""M'Otter Love""","2910","6855","0","129.00"
"A17064-WDR3201NC03A","Michelle Dress ""M'Otter Love""","2910","6856","1","129.00"
"A17064-WDR3201NC03A","Michelle Dress ""M'Otter Love""","2910","6857","1","129.00"
