"Reference code","Product ID","Product name","Product Combinations ID","Combinations (Attribute - value pair)","Quantity","Final price (pre-tax)","Pre-tax wholesale price","Pre-tax retail price","Show price","Unit price (tax excl.)","Unit price (per)"
"1973","1427","Suede Moccasins for Men","7381","Shoe Size - 12","0","110.00","47.50","0.00","1","0.00",""
"1973","1427","Suede Moccasins for Men","7382","Shoe Size - 13","0","110.00","47.50","0.00","1","0.00",""
"1973","1427","Suede Moccasins for Men","7383","Shoe Size - 14","0","110.00","47.50","0.00","1","0.00",""
"1973","1427","Suede Moccasins for Men","7384","Shoe Size - 15","0","110.00","47.50","0.00","1","0.00",""
"186/8","3162","Leather Moccasins for Men","6870","Shoe Size - 12","0","103.00","55.00","0.00","1","0.00",""
"186/8","3162","Leather Moccasins for Men","6872","Shoe Size - 10","0","103.00","55.00","0.00","1","0.00",""
"186/8","3162","Leather Moccasins for Men","7445","Shoe Size - 6","0","103.00","55.00","0.00","1","0.00",""
"186/8","3162","Leather Moccasins for Men","7446","Shoe Size - 7","0","103.00","55.00","0.00","1","0.00",""
"186/8","3162","Leather Moccasins for Men","7447","Shoe Size - 8","1","103.00","55.00","0.00","1","0.00",""
"186/8","3162","Leather Moccasins for Men","7448","Shoe Size - 9","2","103.00","55.00","0.00","1","0.00",""
"186/8","3162","Leather Moccasins for Men","7449","Shoe Size - 11","0","103.00","55.00","0.00","1","0.00",""
"186/8","3162","Leather Moccasins for Men","7450","Shoe Size - 13","1","103.00","55.00","0.00","1","0.00",""
"186/8","3162","Leather Moccasins for Men","7451","Shoe Size - 14","0","113.00","55.00","0.00","1","0.00",""
"186/8","3162","Leather Moccasins for Men","7452","Shoe Size - 15","0","113.00","55.00","0.00","1","0.00",""
"5100-0400-41-31074CK","3288","Leather Moccasins for Men","6973","Shoe Size - 6","0","116.00","50.40","116.00","1","0.00",""
"5100-0400-41-31074CK","3288","Leather Moccasins for Men","6974","Shoe Size - 7","0","116.00","50.40","116.00","1","0.00",""
"5100-0400-41-31074CK","3288","Leather Moccasins for Men","6975","Shoe Size - 8","0","116.00","50.40","116.00","1","0.00",""
"5100-0400-41-31074CK","3288","Leather Moccasins for Men","6976","Shoe Size - 9","0","116.00","50.40","116.00","1","0.00",""
"5100-0400-41-31074CK","3288","Leather Moccasins for Men","6977","Shoe Size - 10","0","116.00","50.40","116.00","1","0.00",""
"5100-0400-41-31074CK","3288","Leather Moccasins for Men","6978","Shoe Size - 11","0","116.00","50.40","116.00","1","0.00",""
"5100-0400-41-31074CK","3288","Leather Moccasins for Men","6979","Shoe Size - 12","1","116.00","50.40","116.00","1","0.00",""
"5100-0400-41-31074CK","3288","Leather Moccasins for Men","6980","Shoe Size - 13","0","116.00","50.40","116.00","1","0.00",""
"5100-0400-41-31074CK","3288","Leather Moccasins for Men","6981","Shoe Size - 14","0","116.00","50.40","116.00","1","0.00",""
"5100-0400-41-31074CK","3288","Leather Moccasins for Men","6982","Shoe Size - 15","0","116.00","50.40","116.00","1","0.00",""
"B442","3554","Leather Moccasins for Men","7008","Shoe Size - 10","0","96.00","0.00","0.00","1","0.00",""
"B442","3554","Leather Moccasins for Men","7009","Shoe Size - 11","0","96.00","0.00","0.00","1","0.00",""
"B442","3554","Leather Moccasins for Men","7010","Shoe Size - 12","1","96.00","0.00","0.00","1","0.00",""
"B442","3554","Leather Moccasins for Men","7011","Shoe Size - 13","1","96.00","0.00","0.00","1","0.00",""
"B442","3554","Leather Moccasins for Men","7014","Shoe Size - 9","0","96.00","0.00","0.00","1","0.00",""
"B442","3554","Leather Moccasins for Men","7486","Shoe Size - 6","0","96.00","0.00","0.00","1","0.00",""
"B442","3554","Leather Moccasins for Men","7487","Shoe Size - 7","0","96.00","0.00","0.00","1","0.00",""
"B442","3554","Leather Moccasins for Men","7488","Shoe Size - 8","1","96.00","0.00","0.00","1","0.00",""
"B442","3554","Leather Moccasins for Men","7489","Shoe Size - 14","0","99.00","0.00","0.00","1","0.00",""
"B442","3554","Leather Moccasins for Men","7490","Shoe Size - 15","0","99.00","0.00","0.00","1","0.00",""
"6006-1092-26-KB26018MU","12587","Men Suede Slippers","9619","Shoe Size - 7","0","166.00","72.30","166.00","1","0.00",""
"6006-1092-26-KB26018MU","12587","Men Suede Slippers","9620","Shoe Size - 8","0","166.00","72.30","166.00","1","0.00",""
"6006-1092-26-KB26018MU","12587","Men Suede Slippers","9621","Shoe Size - 9","0","166.00","72.30","166.00","1","0.00",""
"6006-1092-26-KB26018MU","12587","Men Suede Slippers","9622","Shoe Size - 10","0","166.00","72.30","166.00","1","0.00",""
"6006-1092-26-KB26018MU","12587","Men Suede Slippers","9623","Shoe Size - 11","0","166.00","72.30","166.00","1","0.00",""
"6006-1092-26-KB26018MU","12587","Men Suede Slippers","9624","Shoe Size - 12","1","166.00","72.30","166.00","1","0.00",""
"6006-1092-26-KB26018MU","12587","Men Suede Slippers","9625","Shoe Size - 13","0","166.00","72.30","166.00","1","0.00",""
"6006-1092-26-KB26018MU","12587","Men Suede Slippers","9626","Shoe Size - 14","0","166.00","72.30","166.00","1","0.00",""
"6006-1092-26-KB26018MU","12587","Men Suede Slippers","9627","Shoe Size - 15","0","166.00","72.30","166.00","1","0.00",""
"6006-1092-26-KB26018MU","12587","Men Suede Slippers","9628","Shoe Size - 6","0","166.00","72.30","166.00","1","0.00",""
"5076-1100-36-KB803CK","14550","Leather Moccasins for Men","10518","Shoe Size - 6","0","177.00","76.90","177.00","1","0.00",""
"5076-1100-36-KB803CK","14550","Leather Moccasins for Men","10519","Shoe Size - 7","0","177.00","76.90","177.00","1","0.00",""
"5076-1100-36-KB803CK","14550","Leather Moccasins for Men","10520","Shoe Size - 8","0","177.00","76.90","177.00","1","0.00",""
"5076-1100-36-KB803CK","14550","Leather Moccasins for Men","10521","Shoe Size - 9","0","177.00","76.90","177.00","1","0.00",""
"5076-1100-36-KB803CK","14550","Leather Moccasins for Men","10522","Shoe Size - 10","0","177.00","76.90","177.00","1","0.00",""
"5076-1100-36-KB803CK","14550","Leather Moccasins for Men","10523","Shoe Size - 11","1","177.00","76.90","177.00","1","0.00",""
"5076-1100-36-KB803CK","14550","Leather Moccasins for Men","10524","Shoe Size - 12","0","177.00","76.90","177.00","1","0.00",""
"5076-1100-36-KB803CK","14550","Leather Moccasins for Men","10525","Shoe Size - 13","0","177.00","76.90","177.00","1","0.00",""
"5076-1100-36-KB803CK","14550","Leather Moccasins for Men","10526","Shoe Size - 14","0","177.00","76.90","177.00","1","0.00",""
"21188","14597","Leather Bootie for Men","10547","Shoe Size - 6","0","155.00","70.00","0.00","1","0.00",""
"21188","14597","Leather Bootie for Men","10548","Shoe Size - 7","0","155.00","70.00","0.00","1","0.00",""
"21188","14597","Leather Bootie for Men","10549","Shoe Size - 8","1","155.00","70.00","0.00","1","0.00",""
"21188","14597","Leather Bootie for Men","10550","Shoe Size - 9","1","155.00","70.00","0.00","1","0.00",""
"21188","14597","Leather Bootie for Men","10551","Shoe Size - 10","0","155.00","70.00","0.00","1","0.00",""
"21188","14597","Leather Bootie for Men","10552","Shoe Size - 11","0","155.00","70.00","0.00","1","0.00",""
"21188","14597","Leather Bootie for Men","10553","Shoe Size - 12","0","155.00","70.00","0.00","1","0.00",""
"21188","14597","Leather Bootie for Men","10554","Shoe Size - 13","0","155.00","70.00","0.00","1","0.00",""
"5100-0000-27-3112WS","15373","Leather Moccasins for Men","11364","Shoe Size - 6","0","117.00","50.80","117.00","1","0.00",""
"5100-0000-27-3112WS","15373","Leather Moccasins for Men","11365","Shoe Size - 7","0","117.00","50.80","117.00","1","0.00",""
"5100-0000-27-3112WS","15373","Leather Moccasins for Men","11366","Shoe Size - 8","0","117.00","50.80","117.00","1","0.00",""
"5100-0000-27-3112WS","15373","Leather Moccasins for Men","11367","Shoe Size - 9","1","117.00","50.80","117.00","1","0.00",""
"5100-0000-27-3112WS","15373","Leather Moccasins for Men","11368","Shoe Size - 10","1","117.00","50.80","117.00","1","0.00",""
"5100-0000-27-3112WS","15373","Leather Moccasins for Men","11369","Shoe Size - 11","1","117.00","50.80","117.00","1","0.00",""
"5100-0000-27-3112WS","15373","Leather Moccasins for Men","11370","Shoe Size - 12","0","117.00","50.80","117.00","1","0.00",""
"5100-0000-27-3112WS","15373","Leather Moccasins for Men","11371","Shoe Size - 13","0","117.00","50.80","117.00","1","0.00",""
"5100-0000-27-3112WS","15373","Leather Moccasins for Men","11372","Shoe Size - 14","1","117.00","50.80","117.00","1","0.00",""
"5100-0000-27-3112WS","15373","Leather Moccasins for Men","11373","Shoe Size - 15","1","117.00","50.80","117.00","1","0.00",""
"4172-0500-40-41474EMA","15389","Leather Moccasins for Men","11396","Shoe Size - 7","0","202.00","87.40","202.00","1","0.00",""
"4172-0500-40-41474EMA","15389","Leather Moccasins for Men","11397","Shoe Size - 8","0","202.00","87.40","202.00","1","0.00",""
"4172-0500-40-41474EMA","15389","Leather Moccasins for Men","11398","Shoe Size - 9","0","202.00","87.40","202.00","1","0.00",""
"4172-0500-40-41474EMA","15389","Leather Moccasins for Men","11399","Shoe Size - 10","2","202.00","87.40","202.00","1","0.00",""
"4172-0500-40-41474EMA","15389","Leather Moccasins for Men","11400","Shoe Size - 11","0","202.00","87.40","202.00","1","0.00",""
"4172-0500-40-41474EMA","15389","Leather Moccasins for Men","11401","Shoe Size - 12","1","202.00","87.40","202.00","1","0.00",""
"4172-0500-40-41474EMA","15389","Leather Moccasins for Men","11402","Shoe Size - 13","0","202.00","87.40","202.00","1","0.00",""
"4172-0500-40-41474EMA","15389","Leather Moccasins for Men","11403","Shoe Size - 14","0","202.00","87.40","202.00","1","0.00",""
"4172-0500-40-41474EMA","15389","Leather Moccasins for Men","11404","Shoe Size - 15","0","202.00","87.40","202.00","1","0.00",""
"5000-0000-27-78GRBL","15404","Suede Moccasins for Men","11415","Shoe Size - 6","0","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78GRBL","15404","Suede Moccasins for Men","11416","Shoe Size - 7","1","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78GRBL","15404","Suede Moccasins for Men","11417","Shoe Size - 8","0","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78GRBL","15404","Suede Moccasins for Men","11418","Shoe Size - 9","0","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78GRBL","15404","Suede Moccasins for Men","11419","Shoe Size - 10","0","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78GRBL","15404","Suede Moccasins for Men","11420","Shoe Size - 11","0","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78GRBL","15404","Suede Moccasins for Men","11421","Shoe Size - 12","0","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78GRBL","15404","Suede Moccasins for Men","11422","Shoe Size - 13","0","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78GRBL","15404","Suede Moccasins for Men","11423","Shoe Size - 14","2","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78GRBL","15404","Suede Moccasins for Men","11424","Shoe Size - 15","0","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78BL","15408","Suede Moccasins for Men","11479","Shoe Size - 6","1","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78BL","15408","Suede Moccasins for Men","11480","Shoe Size - 7","0","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78BL","15408","Suede Moccasins for Men","11481","Shoe Size - 8","0","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78BL","15408","Suede Moccasins for Men","11482","Shoe Size - 9","0","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78BL","15408","Suede Moccasins for Men","11483","Shoe Size - 10","0","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78BL","15408","Suede Moccasins for Men","11484","Shoe Size - 11","0","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78BL","15408","Suede Moccasins for Men","11485","Shoe Size - 12","0","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78BL","15408","Suede Moccasins for Men","11486","Shoe Size - 13","0","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78BL","15408","Suede Moccasins for Men","11487","Shoe Size - 14","0","98.00","42.60","98.00","1","0.00",""
"5000-0000-27-78BL","15408","Suede Moccasins for Men","11488","Shoe Size - 15","0","98.00","42.60","98.00","1","0.00",""
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","11595","Shoe Size - 6","0","175.00","75.80","175.00","1","0.00",""
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","11596","Shoe Size - 7","0","175.00","75.80","175.00","1","0.00",""
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","11597","Shoe Size - 8","0","175.00","75.80","175.00","1","0.00",""
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","11598","Shoe Size - 9","0","175.00","75.80","175.00","1","0.00",""
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","11599","Shoe Size - 10","0","175.00","75.80","175.00","1","0.00",""
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","11600","Shoe Size - 11","0","175.00","75.80","175.00","1","0.00",""
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","11601","Shoe Size - 12","0","175.00","75.80","175.00","1","0.00",""
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","11602","Shoe Size - 13","2","175.00","75.80","175.00","1","0.00",""
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","11603","Shoe Size - 14","0","175.00","75.80","175.00","1","0.00",""
"5076-1100-26-KB757FD","15438","Leather Moccasins for Men","11604","Shoe Size - 15","1","175.00","75.80","175.00","1","0.00",""
"5076-0500-35-KB762FD","15444","Leather Moccasins for Men","11615","Shoe Size - 6","0","142.00","61.40","142.00","1","0.00",""
"5076-0500-35-KB762FD","15444","Leather Moccasins for Men","11616","Shoe Size - 7","0","142.00","61.40","142.00","1","0.00",""
"5076-0500-35-KB762FD","15444","Leather Moccasins for Men","11617","Shoe Size - 8","0","142.00","61.40","142.00","1","0.00",""
"5076-0500-35-KB762FD","15444","Leather Moccasins for Men","11618","Shoe Size - 9","0","142.00","61.40","142.00","1","0.00",""
"5076-0500-35-KB762FD","15444","Leather Moccasins for Men","11619","Shoe Size - 10","0","142.00","61.40","142.00","1","0.00",""
"5076-0500-35-KB762FD","15444","Leather Moccasins for Men","11620","Shoe Size - 11","0","142.00","61.40","142.00","1","0.00",""
"5076-0500-35-KB762FD","15444","Leather Moccasins for Men","11621","Shoe Size - 12","0","142.00","61.40","142.00","1","0.00",""
"5076-0500-35-KB762FD","15444","Leather Moccasins for Men","11622","Shoe Size - 13","0","142.00","61.40","142.00","1","0.00",""
"5076-0500-35-KB762FD","15444","Leather Moccasins for Men","11623","Shoe Size - 14","0","142.00","61.40","142.00","1","0.00",""
"5076-0500-35-KB762FD","15444","Leather Moccasins for Men","11624","Shoe Size - 15","0","142.00","61.40","142.00","1","0.00",""
"5100-0800-13-13107CK","15917","Leather Moccasins for Men","11891","Shoe Size - 7","0","132.00","57.10","132.00","1","0.00",""
"5100-0800-13-13107CK","15917","Leather Moccasins for Men","11892","Shoe Size - 8","0","132.00","57.10","132.00","1","0.00",""
"5100-0800-13-13107CK","15917","Leather Moccasins for Men","11893","Shoe Size - 9","1","132.00","57.10","132.00","1","0.00",""
"5100-0800-13-13107CK","15917","Leather Moccasins for Men","11894","Shoe Size - 10","0","132.00","57.10","132.00","1","0.00",""
"5100-0800-13-13107CK","15917","Leather Moccasins for Men","11895","Shoe Size - 11","1","132.00","57.10","132.00","1","0.00",""
"5100-0800-13-13107CK","15917","Leather Moccasins for Men","11896","Shoe Size - 12","0","132.00","57.10","132.00","1","0.00",""
"5100-0800-13-13107CK","15917","Leather Moccasins for Men","11897","Shoe Size - 13","0","132.00","57.10","132.00","1","0.00",""
"5100-0800-13-13107CK","15917","Leather Moccasins for Men","11898","Shoe Size - 14","0","132.00","57.10","132.00","1","0.00",""
"5100-0800-13-13107CK","15917","Leather Moccasins for Men","11899","Shoe Size - 15","0","132.00","57.10","132.00","1","0.00",""
"5000-0870-12-511813CHOBR","15918","Leather Moccasins for Men","11900","Shoe Size - 9","1","152.00","65.40","152.00","1","0.00",""
"5000-0870-12-511813CHOBR","15918","Leather Moccasins for Men","11901","Shoe Size - 10","1","152.00","65.40","152.00","1","0.00",""
"5000-0870-12-511813CHOBR","15918","Leather Moccasins for Men","11902","Shoe Size - 12","1","152.00","65.40","152.00","1","0.00",""
"5000-0870-12-511813CHOBR","15918","Leather Moccasins for Men","11903","Shoe Size - 6","0","152.00","65.40","152.00","1","0.00",""
"5000-0870-12-511813CHOBR","15918","Leather Moccasins for Men","11904","Shoe Size - 7","0","152.00","65.40","152.00","1","0.00",""
"5000-0870-12-511813CHOBR","15918","Leather Moccasins for Men","11905","Shoe Size - 8","0","152.00","65.40","152.00","1","0.00",""
"5000-0870-12-511813CHOBR","15918","Leather Moccasins for Men","11906","Shoe Size - 11","0","152.00","65.40","152.00","1","0.00",""
"5000-0870-12-511813CHOBR","15918","Leather Moccasins for Men","11907","Shoe Size - 13","0","152.00","65.40","152.00","1","0.00",""
"5000-0870-12-511813CHOBR","15918","Leather Moccasins for Men","11908","Shoe Size - 14","0","152.00","65.40","152.00","1","0.00",""
"5000-0870-12-511813CHOBR","15918","Leather Moccasins for Men","11909","Shoe Size - 15","0","152.00","65.40","152.00","1","0.00",""
"502113DNMA","16128","Suede Moccasins for Men","12273","Shoe Size - 6","0","155.00","67.30","155.00","1","0.00",""
"502113DNMA","16128","Suede Moccasins for Men","12274","Shoe Size - 7","0","155.00","67.30","155.00","1","0.00",""
"502113DNMA","16128","Suede Moccasins for Men","12275","Shoe Size - 8","0","155.00","67.30","155.00","1","0.00",""
"502113DNMA","16128","Suede Moccasins for Men","12276","Shoe Size - 9","1","155.00","67.30","155.00","1","0.00",""
"502113DNMA","16128","Suede Moccasins for Men","12277","Shoe Size - 10","1","155.00","67.30","155.00","1","0.00",""
"502113DNMA","16128","Suede Moccasins for Men","12278","Shoe Size - 11","0","155.00","67.30","155.00","1","0.00",""
"502113DNMA","16128","Suede Moccasins for Men","12279","Shoe Size - 12","0","155.00","67.30","155.00","1","0.00",""
"502113DNMA","16128","Suede Moccasins for Men","12280","Shoe Size - 13","0","155.00","67.30","155.00","1","0.00",""
"502113DNMA","16128","Suede Moccasins for Men","12281","Shoe Size - 14","0","155.00","67.30","155.00","1","0.00",""
"502113DNMA","16128","Suede Moccasins for Men","12282","Shoe Size - 15","0","155.00","67.30","155.00","1","0.00",""
